mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.8960370540618896,0.07890280224642277,0.031374454498291016,0.00410288150190631,10,1,2,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.7711864406779662,0.7740112994350282,0.7612994350282486,0.768361581920904,0.785007072135785,0.7719731658395864,0.007766951862931411,9
1.7080406665802002,0.17155255072953232,0.04957571029663086,0.007871478363619207,10,1,2,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.7655367231638418,0.768361581920904,0.7655367231638418,0.769774011299435,0.7835926449787836,0.7705603369053613,0.006719632061486183,15
0.8212634563446045,0.08395238255492639,0.027634191513061523,0.005435291061636939,10,1,5,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.7669491525423728,0.7669491525423728,0.768361581920904,0.7584745762711864,0.7751060820367751,0.7671681090627223,0.005293565692671169,23
1.6327028751373291,0.1342267471801526,0.04715185165405274,0.003021620157736503,10,1,5,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.7711864406779662,0.768361581920904,0.7754237288135594,0.769774011299435,0.7821782178217822,0.7733847961067294,0.004991687616712042,3
0.8050851821899414,0.05228329735061512,0.03330497741699219,0.0047581654409431405,10,2,2,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.7570621468926554,0.7711864406779662,0.769774011299435,0.768361581920904,0.7793493635077794,0.769146708859748,0.007145645364201686,20
1.6166448593139648,0.1438433399588683,0.052141666412353516,0.007549974699001476,10,2,2,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.7655367231638418,0.7711864406779662,0.7711864406779662,0.7754237288135594,0.7835926449787836,0.7733851956624234,0.00599358334352138,2
0.8517486095428467,0.06989897736646905,0.029076576232910156,0.005691206528030297,10,2,5,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.7641242937853108,0.7711864406779662,0.768361581920904,0.7754237288135594,0.7779349363507779,0.7714061963097036,0.004921566572391142,11
1.665048313140869,0.10367250268797519,0.05377483367919922,0.005897780624540302,10,2,5,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.7598870056497176,0.768361581920904,0.768361581920904,0.7669491525423728,0.7821782178217822,0.7691475079711362,0.007233594245750358,19
1.060313844680786,0.10326820014929956,0.03510041236877441,0.008249359679553281,20,1,2,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.7556497175141242,0.7570621468926554,0.7641242937853108,0.7725988700564972,0.7864214992927864,0.7671713055082747,0.011351253463199167,22
1.9257879257202148,0.18386218876201657,0.05807371139526367,0.008739391738231827,20,1,2,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.751412429378531,0.7612994350282486,0.7740112994350282,0.768361581920904,0.7765205091937766,0.7663210509912977,0.009108416552816368,24
1.0384466648101807,0.05788683659010236,0.03586392402648926,0.006104324211636612,20,1,5,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.7641242937853108,0.7782485875706214,0.7556497175141242,0.7725988700564972,0.7864214992927864,0.771408593643868,0.01072373826780377,10
1.99863657951355,0.18957686657564313,0.06190338134765625,0.013589639603868156,20,1,5,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.7641242937853108,0.7711864406779662,0.7655367231638418,0.786723163841808,0.7821782178217822,0.7739497678581417,0.009009131730067378,1
0.9307468414306641,0.08321136558360757,0.03141064643859863,0.004452783427552302,20,2,2,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.7542372881355932,0.7796610169491526,0.7627118644067796,0.7725988700564972,0.7906647807637907,0.7719747640623627,0.012721667173082185,7
1.9674137592315675,0.14712860048169274,0.06468701362609863,0.01085917666461271,20,2,2,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.7655367231638418,0.769774011299435,0.7612994350282486,0.769774011299435,0.7807637906647807,0.7694295942911482,0.006480049210325299,16
0.9288170814514161,0.05777216538381113,0.032602119445800784,0.005582264397333826,20,2,5,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.7528248587570622,0.7655367231638418,0.769774011299435,0.7740112994350282,0.7835926449787836,0.7691479075268302,0.010121043429275237,17
1.8197203636169434,0.12214109486426941,0.05501866340637207,0.004315126548833191,20,2,5,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.7528248587570622,0.7768361581920904,0.7740112994350282,0.769774011299435,0.7821782178217822,0.7711249091010796,0.00999842003997336,13
1.0443962574005128,0.08875644762648514,0.02767462730407715,0.000992979171594108,,1,2,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.7556497175141242,0.7612994350282486,0.769774011299435,0.7754237288135594,0.7835926449787836,0.7691479075268302,0.009921975942250652,17
